,Movie_Name,year,runtime,genre,Rating,director,stars,Votes
0,The Fabelmans,2022,151,Drama,7.6,Steven Spielberg,"['Michelle Williams', 'Gabriel LaBelle', 'Paul Dano', 'Judd Hirsch']",90961
1,The Kerala Story,2023,138,Drama,7.4,Sudipto Sen,"['Adah Sharma', 'Yogita Bihani', 'Sonia Balani', 'Siddhi Idnani']",59726
2,Bhediya,2022,156,Comedy,7.0,Amar Kaushik,"['Varun Dhawan', 'Kriti Sanon', 'Abhishek Banerjee', 'Deepak Dobriyal']",18371
3,Sirf Ek Bandaa Kaafi Hai,2023,132,Action,7.6,Apoorv Singh Karki,"['Manoj Bajpayee', 'Surya Mohan Kulshreshtha', 'Jai Hind Kumar', 'Nikhil Pandey']",15902
4,Operation Mayfair,2023,116,Crime,2.3,Sudipto Sarkar,"['Jimmy Shergill', 'Hritiqa Chheber', 'Sammy Jonas Heaney', 'Bryan Lawrence']",652
5,Bheed,2023,124,Drama,7.5,Anubhav Sinha,"['Rajkummar Rao', 'Pankaj Kapur', 'Bhumi Pednekar', 'Aditya Srivastav']",10301
6,Bholaa,2023,144,Action,6.7,Ajay Devgn,"['Amala Paul', 'Ajay Devgn', 'Tabu', 'Deepak Dobriyal']",18946
7,RRR (Rise Roar Revolt),2022,187,Action,7.8,S.S. Rajamouli,"['N.T. Rama Rao Jr.', 'Ram Charan', 'Ajay Devgn', 'Alia Bhatt']",150679
8,Kathal: A Jackfruit Mystery,2023,115,Comedy,6.7,Yashowardhan Mishra,"['Sanya Malhotra', 'Anant Joshi', 'Vijay Raaz', 'Rajpal Naurang Yadav']",4182
9,Mrs. Chatterjee vs. Norway,2023,133,Biography,7.3,Ashima Chibber,"['Rani Mukerji', 'Jim Sarbh', 'Bodhisattwa Majumdar', 'Saswati Guhathakurta']",6444
10,Zara Hatke Zara Bachke,2023,132,Comedy,8.6,Laxman Utekar,"['Vicky Kaushal', 'Sara Ali Khan', 'Inaamulhaq', 'Sushmita Mukherjee']",6622
11,Dasara,2023,156,Action,6.8,Srikanth Odela,"['Nani', 'Keerthy Suresh', 'Shine Tom Chacko', 'Dheekshith Shetty']",8210
12,IB 71,2023,117,Action,8.7,Sankalp Reddy,"['Anupam Kher', 'Vidyut Jammwal', 'Bijay Anand', 'Nissar Khan']",4076
13,Vikram Vedha,2022,160,Action,7.1,Gayatri,"['Saif Ali Khan', 'Hrithik Roshan', 'Radhika Apte', 'Rohit Saraf']",20437
14,Virupaksha,2023,145,Action,7.4,Karthik Varma Dandu,"['Sai Dharam Tej', 'Samyuktha Menon', 'Sunil', 'Rajeev Kanakala']",3705
15,2018,2023,150,Action,8.8,Jude Anthany Joseph,"['Tovino Thomas', 'Kunchacko Boban', 'Asif Ali', 'Vineeth Sreenivasan']",3995
16,Pachuvum Athbutha Vilakkum,2023,171,Comedy,7.4,Akhil Sathyan,"['Adarsh', 'Mohan Agashe', 'Ashraf', 'Devika Daftardar']",1601
17,Tu Jhoothi Main Makkaar,2023,150,Comedy,6.1,Luv Ranjan,"['Shraddha Kapoor', 'Nushrratt Bharuccha', 'Ranbir Kapoor', 'Kartik Aaryan']",20399
18,Jogira Sara Ra Ra,2023,121,Comedy,8.8,Kushan Nandy,"['Nawazuddin Siddiqui', 'Neha Sharma', 'Vishal Anand', 'Mimoh Chakraborty']",3110
19,Kennedy,2023,142,Action,7.0,Anurag Kashyap,"['Rahul Bhat', 'Megha Burman', 'K.K. Gautam', 'Sunny Leone']",76
20,The Kashmir Files,2022,170,Drama,8.7,Vivek Agnihotri,"['Mithun Chakraborty', 'Anupam Kher', 'Darshan Kumaar', 'Pallavi Joshi']",569079
21,Bloody Daddy,2023,120,Action,7.1,Ali Abbas Zafar,"['Shahid Kapoor', 'Amy Aela', 'Ankur Bhatia', 'Diana Penty']",3368
22,Ponniyin Selvan: Part Two,2023,164,Action,7.9,Mani Ratnam,"['Vikram', 'Karthi', 'Jayam Ravi', 'Aishwarya Rai Bachchan']",12796
23,Pathaan,2023,146,Action,5.9,Siddharth Anand,"['Shah Rukh Khan', 'Deepika Padukone', 'John Abraham', 'Dimple Kapadia']",139892
24,Custody,2023,148,Action,8.3,Venkat Prabhu,"['Naga Chaitanya Akkineni', 'Krithi Shetty', 'Arvind Swami', 'Premgi Amaren']",3566
25,Chor Nikal Ke Bhaga,2023,110,Crime,7.8,Ajay Singh,"['Yami Gautam', 'Sunny Kaushal', 'Sharad Kelkar', 'Indraneil Sengupta']",48683
26,Kisi Ka Bhai Kisi Ki Jaan,2023,145,Action,6.7,Farhad Samji,"['Salman Khan', 'Pooja Hegde', 'Venkatesh Daggubati', 'Aamir Naik']",36201
27,Yaathisai,2023,121,Action,8.7,Dharani Rajendran,"['Guru Somasundaram', 'Seyon Purushothaman', 'Rajalakshmi', 'Shakti Mithran']",3508
28,U Turn,2023,140,Crime,6.9,Arif Khan,"['Alaya F', 'Priyanshu Painyuli', 'Manu Rishi Chadha', 'Aashim Gulati']",3043
29,Boo,2023,120,Horror,4.8,A.L. Vijay,"['Aayira', 'Megha Akash', 'Reba Monica John', 'Manjima Mohan']",198
30,Drishyam 2,2022,140,Crime,8.2,Abhishek Pathak,"['Ajay Devgn', 'Akshaye Khanna', 'Tabu', 'Shriya Saran']",37148
31,Gaslight,2023,111,Crime,7.3,Pavan Kirpalani,"['Sara Ali Khan', 'Vikrant Massey', 'Chitrangda Singh', 'Rahul Dev']",23881
32,Neelavelicham,2023,132,Drama,6.2,Aashiq Abu,"['Tovino Thomas', 'Shine Tom Chacko', 'Roshan Mathew', 'Rima Kallingal']",804
33,Mem Famous,2023,149,Comedy,8.8,Sumanth Prabhas,"['Mani Aegurla', 'Mourya Chowdary', 'Muralidhar Goud', 'Kiran Macha']",1398
34,Mumbaikar,2023,120,Action,4.2,Santosh Sivan,"['Vikrant Massey', 'Vijay Sethupathi', 'Tanya Maniktala', 'Sanjay Mishra']",247
35,Kantara,2022,148,Action,8.3,Rishab Shetty,"['Rishab Shetty', 'Kishore Kumar G.', 'Achyuth Kumar', 'Sapthami Gowda']",95580
36,Viduthalai Part 1,2023,150,Action,8.4,Vetrimaaran,"['Soori', 'Vijay Sethupathi', 'Bhavani Sre', 'Chetan']",5329
37,Sulaikha Manzil,2023,120,Drama,6.9,Ashraf Hamza,"['Noushad Ali', 'Lukman Avaran', 'Shebin Benson', 'Jolly Chirayath']",552
38,Chatrapathi,2023,124,Action,8.9,V.V. Vinayak,"['Sai Srinivas Bellamkonda', 'Nushrratt Bharuccha', 'Karan Singh Chhabra', 'Vedika Nawani']",2396
39,Shehzada,2023,142,Action,4.6,Rohit Dhawan,"['Kartik Aaryan', 'Kriti Sanon', 'Paresh Rawal', 'Manisha Koirala']",29924
40,Monica O My Darling,2022,129,Comedy,7.4,Vasan Bala,"['Rajkummar Rao', 'Huma Qureshi', 'Radhika Apte', 'Sikandar Kher']",18361
41,Ponniyin Selvan: I,2022,167,Action,7.7,Mani Ratnam,"['Vikram', 'Aishwarya Rai Bachchan', 'Jayam Ravi', 'Karthi']",33778
42,Vaathi,2023,139,Action,7.3,Venky Atluri,"['Dhanush', 'Samyuktha Menon', 'Sai Kumar', 'Tanikella Bharani']",7989
43,Rocky Aur Rani Kii Prem Kahaani,2023,120,Comedy,7.1,Karan Johar,"['Ranveer Singh', 'Alia Bhatt', 'Dharmendra', 'Shabana Azmi']",3368
44,Selfiee,2023,148,Action,5.9,Raj Mehta,"['Adah Sharma', 'Nushrratt Bharuccha', 'Akshay Kumar', 'Emraan Hashmi']",12161
45,Aazam,2023,120,Crime,8.2,Shravan Tiwari,"['Jimmy Shergill', 'Abhimanyu Singh', 'Indraneil Sengupta', 'Sanjeev Tyagi']",574
46,Brahmastra Part One: Shiva,2022,167,Action,5.6,Ayan Mukerji,"['Amitabh Bachchan', 'Ranbir Kapoor', 'Alia Bhatt', 'Nagarjuna Akkineni']",108613
47,MenToo,2023,113,Comedy,7.7,Srikanth G Reddy,"['Riya Suman', 'Brahmaji', 'Naresh Agastya', 'Harsha Chemudu']",28
48,Freddy,2022,124,Drama,7.5,Shashanka Ghosh,"['Kartik Aaryan', 'Alaya F', 'Karan Pandit', 'Sajjad Delafrooz']",31377
49,Pookkaalam,2023,137,Comedy,7.9,Ganesh Raj,"['Vijayaraghavan', 'K.P.A.C. Leela', 'Basil Joseph', 'Ganga Meera']",1398
50,Sita Ramam,2022,163,Action,8.6,Hanu Raghavapudi,"['Dulquer Salmaan', 'Mrunal Thakur', 'Rashmika Mandanna', 'Sumanth']",60068
51,Ugram,2023,146,Action,8.3,Vijay Kanakamedala,"['Allari Naresh', 'Mirnaa', 'Manikanta Varanasi', 'Indraja']",2871
52,Gulmohar,2023,131,Drama,7.7,Rahul V. Chittella,"['Simran', 'Amol Palekar', 'Utsavi Jha', 'Anurag Arora']",3871
53,Pichaikkaran 2,2023,148,Action,6.4,Vijay Antony,"['Vijay Antony', 'Kavya Thapar', 'Y.G. Mahendran', 'Radha Ravi']",791
54,Mera Baba Nanak,2023,148,Drama,6.2,Amanmeet Singh,"['Amanmeet Singh', 'Vikramjeet Virk', 'Harashjot Kaur', 'Harpreet Bains']",785
55,An Action Hero,2022,130,Action,7.0,Anirudh Iyer,"['Ayushmann Khurrana', 'Jaideep Ahlawat', 'Neeraj Madhav', 'Gautam Joglekar']",29428
56,Ved,2022,148,Drama,7.3,Riteish Deshmukh,"[""Genelia D'Souza"", 'Riteish Deshmukh', 'Khushi Hajare', 'Siddarth Jadhav']",3766
57,Dada,2023,133,Drama,8.2,Ganesh K. Babu,"['Kavin', 'Aparna Das', 'Bhagyaraj', 'Aishwariyaa Bhaskaran']",3798
58,Swatantra Veer Savarkar,2023,120,Biography,7.1,Randeep Hooda,"['Randeep Hooda', 'Ankita Lokhande', 'Amit Sial', 'Apinderdeep Singh']",3368
59,Chup,2022,135,Crime,7.6,R. Balki,"['Dulquer Salmaan', 'Shreya Dhanwanthary', 'Sunny Deol', 'Pooja Bhatt']",23213
60,Faraaz,2022,112,Action,4.9,Hansal Mehta,"['Jatin Sarin', 'Anirban Adhikary', 'Aamir Ali', 'Aneeta']",1372
61,Kanjoos Makhichoos,2023,116,Comedy,6.4,Vipul Mehta,"['Kunal Kemmu', 'Shweta Tripathi', 'Piyush Mishra', 'Alka Amin']",4769
62,Shaakuntalam,2023,149,Drama,4.3,Gunasekhar,"['Samantha Ruth Prabhu', 'Dev Mohan', 'Mohan Babu', 'Aditi Balan']",1278
63,Gangubai Kathiawadi,2022,152,Biography,7.8,Sanjay Leela Bhansali,"['Alia Bhatt', 'Shantanu Maheshwari', 'Vijay Raaz', 'Indira Tiwari']",58192
64,Godday Godday Chaa,2023,129,Comedy,8.3,Vijay Kumar Arora,"['Sonam Bajwa', 'Tania', 'Amrit Amby', 'Gurpreet Bhangu']",63
65,Runway 34,2022,145,Drama,7.0,Ajay Devgn,"['Ajay Devgn', 'Amitabh Bachchan', 'Rakul Preet Singh', 'CarryMinati']",29046
66,Kuttey,2023,109,Action,5.6,Aasmaan Bhardwaj,"['Tabu', 'Arjun Kapoor', 'Naseeruddin Shah', 'Konkona Sen Sharma']",10100
67,Jawan,2023,122,Action,7.1,Atlee,"['Shah Rukh Khan', 'Nayanthara', 'Vijay Sethupathi', 'Aamir Naik']",3368
68,K.G.F: Chapter 2,2022,168,Action,8.3,Prashanth Neel,"['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Srinidhi Shetty']",139714
69,Mrs Undercover,2023,107,Action,6.2,Anushree Mehta,"['Radhika Apte', 'Sumeet Vyas', 'Rajesh Sharma', 'Roy Angana']",9126
70,Vikram,2022,175,Action,8.3,Lokesh Kanagaraj,"['Kamal Haasan', 'Vijay Sethupathi', 'Fahadh Faasil', 'Narain']",63911
71,Govinda Naam Mera,2022,131,Comedy,6.5,Shashank Khaitan,"['Vicky Kaushal', 'Kiara Advani', 'Bhumi Pednekar', 'Renuka Shahane']",9273
72,Pathu Thala,2023,151,Action,7.4,Obeli N. Krishna,"['Silambarasan Rajendar', 'Gautham Karthik', 'Priya Bhavani Shankar', 'Tejeenthan Arunasalam']",8638
73,Mission Majnu,2023,129,Action,7.4,Shantanu Bagchi,"['Sidharth Malhotra', 'Rashmika Mandanna', 'Parmeet Sethi', 'Zakir Hussain']",41664
74,Ravanasura,2023,141,Action,5.6,Sudheer Varma,"['Ravi Teja', 'Jayaram', 'Sushanth', 'Hyper Aadi']",1804
75,Varisu,2023,169,Action,6.0,Vamshi Paidipally,"['Joseph Vijay', 'Rashmika Mandanna', 'Shaam', 'Prabhu']",34391
76,Easter Sunday,2022,96,Comedy,5.3,Jay Chandrasekhar,"['Jo Koy', 'Lydia Gaston', 'Brandon Wardell', 'Eva Noblezada']",2354
77,HIT: The 2nd Case,2022,150,Action,7.2,Sailesh Kolanu,"['Adivi Sesh', 'Meenakshii Chaudhary', 'Rao Ramesh', 'Tanikella Bharani']",5590
78,Kadina Kadoramee Andakadaham,2023,118,Comedy,6.6,Muhashin,"['Johny Antony', 'Anand Bbal', 'Jaffer Idukki', 'Indrans']",464
79,Rocketry: The Nambi Effect,2022,157,Biography,8.8,Madhavan,"['Madhavan', 'Simran', 'Rajit Kapoor', 'Ravi Raghavendra']",53533
80,HIT: The First Case,2022,132,Action,6.8,Sailesh Kolanu,"['Rajkummar Rao', 'Sanya Malhotra', 'Akhil Iyer', 'Jatin Goswami']",15466
81,Qala,2022,119,Drama,7.2,Anvita Dutt,"['Triptii Dimri', 'Babil Khan', 'Swastika Mukherjee', 'Amit Sial']",6490
82,Kacchey Limbu,2022,109,Drama,6.2,Shubham Yogi,"['Rajat Barmecha', 'Radhika Madan', 'Ayush Mehra', 'Neeraj Pandey']",261
83,777 Charlie,2022,136,Adventure,8.8,Kiranraj K,"['Rakshit Shetty', 'Charlie', 'Sangeetha Sringeri', 'Raj B. Shetty']",34894
84,Romancham,2023,130,Comedy,7.6,Jithu Madhavan,"['Soubin Shahir', 'Arjun Ashokan', 'Chemban Vinod Jose', 'Sajin Gopu']",4604
85,Vadh,2022,110,Crime,7.2,Jaspal Singh Sandhu,"['Sanjay Mishra', 'Neena Gupta', 'Manav Vij', 'Saurabh Sachdeva']",5067
86,NRI Wives,2023,145,Romance,8.0,Vibhu Kashyap,"['Kapil Arora', 'Vidhi Dalia', 'Soumya Dharmateja', 'Gaurav Gera']",50
87,Kather Basha Endra Muthuramalingam,2023,152,Action,7.8,M. Muthaiah,"['Siddhi Idnani', 'Arya', 'Indumathy Manikandan', 'Bhagyaraj']",292
88,Veeran,2023,155,Action,7.3,Ark Saravan,"['Hiphop Tamizha Adhi', 'Chella', 'Munishkanth', 'Muruganandam']",248
89,Bad Boy,2023,120,Comedy,8.7,Rajkumar Santoshi,"['Namashi Chakraborthy', 'Amrin Qureshi', 'Darshan Jariwala', 'Johny Lever']",8337
90,Darlings,2022,133,Comedy,6.5,Jasmeet K Reen,"['Alia Bhatt', 'Shefali Shah', 'Vijay Varma', 'Roshan Mathew']",19664
91,Satthi Gaani Rendu Yekaralu,2023,120,Comedy,6.8,Abhinav Danda,"['Jagadeesh Prathap Bandari', 'Aneesha Dama', 'Vamshidhar Goud', 'Vennela Kishore']",86
92,Dhokha: Round D Corner,2022,122,Crime,6.2,Kookie Gulati,"['Madhavan', 'Khushali Kumar', 'Aparshakti Khurana', 'Darshan Kumaar']",11705
93,Shubh Yatra,2023,132,Drama,10.0,Manish Saini,"['Malhar Thakar', 'Monal Gajjar', 'Darshan Jariwala', 'Hemin Trivedi']",1312
94,Grey: The Spy Who Loved Me,2023,120,Thriller,7.4,Raj Madiraju,"['Arvind Krishna', 'Urvasi Rai', 'Ali Reza', 'Raj Madiraju']",1938
95,Ayalvaashi,2023,107,Comedy,6.0,Irshad Parari,"['Soubin Shahir', 'Binu Pappu', 'Gokulan', 'Lijo Mol Jose']",446
96,Laal Singh Chaddha,2022,159,Comedy,5.6,Advait Chandan,"['Aamir Khan', 'Ahmad Ibn Umar', 'Kareena Kapoor', 'Hafsa Ashraf']",175695
97,Chakravyuham - The Trap,2023,111,Crime,9.1,Chetkuri Madhusudhan,"['Ajay', 'Shrikanth Iyyanngar', 'Rajeev Kanakala', 'Gnaneswari Kandregula']",782
98,A Thursday,2022,128,Drama,7.7,Behzad Khambata,"['Yami Gautam', 'Atul Kulkarni', 'Neha Dhupia', 'Dimple Kapadia']",24388
99,Doctor G,2022,124,Comedy,6.7,Anubhuti Kashyap,"['Ayushmann Khurrana', 'Rakul Preet Singh', 'Shefali Shah', 'Sheeba Chaddha']",16997
100,Yaadhum Oore Yaavarum Kelir,2023,116,Action,9.8,Venkata Krishna Roghanth,"['Magizh Thirumeni', 'Vivek', 'Ragu Aditya', 'Kaniha']",1133
101,Michael,2023,123,Action,5.0,Ranjit Jeyakodi,"['Sundeep Kishan', 'Vijay Sethupathi', 'Divyansha Kaushik', 'Varalaxmi Sarathkumar']",1301
102,Iratta,2023,112,Drama,7.7,Rohit M.G. Krishnan,"['Joju George', 'Anjali', 'Srindaa', 'Srikant Murali']",3411
103,Agra,2023,132,Drama,6.5,Kanu Behl,"['Mohit Agarwal', 'Priyanka Bose', 'Vibha Chhibber', 'Rahul Roy']",16
104,Tapana,2022,96,Romance,8.4,K. Venkatesh,"['Dharan Naidu', 'Kavya Kirthi', 'Priya Gowda', 'Ravi Babu']",877
105,Dangerous,2022,99,Action,5.1,Ram Gopal Varma,"['Naina Ganguly', 'Rajpal Naurang Yadav', 'Mithun Purandare', 'Apsara Rani']",918
106,Afwaah,2023,122,Drama,4.8,Sudhir Mishra,"['Bhumi Pednekar', 'Nawazuddin Siddiqui', 'Sumeet Vyas', 'Sharib Hashmi']",665
107,Badhaai Do,2022,147,Comedy,7.0,Harshavardhan Kulkarni,"['Rajkummar Rao', 'Bhumi Pednekar', 'Chum Darang', 'Sheeba Chaddha']",19821
108,Shamshera,2022,178,Action,4.7,Karan Malhotra,"['Ranbir Kapoor', 'Sanjay Dutt', 'Vaani Kapoor', 'Saurabh Shukla']",56719
109,Gumraah,2023,129,Action,6.5,Vardhan Ketkar,"['Mrunal Thakur', 'Aditya Roy Kapoor', 'Ronit Roy', 'Anupam Gahoi']",1061
110,Maharashtra Shaheer,2023,150,Biography,9.1,Kedar Shinde,"['Parinita Dilip Ghone', 'Bhagyesh Patil', 'Harish Baraskar', 'Ankush Chaudhari']",372
111,Salaam Venky,2022,137,Drama,6.6,Revathi,"['Aamir Khan', 'Kajol', 'Priyamani', 'Aahana Kumra']",1941
112,Ranga Marthanda,2023,153,Drama,8.5,Krishna Vamsi,"['Prakash Raj', 'Ramya Krishnan', 'Brahmanandam', 'Aadarsh Balakrishna']",5779
113,Godfather,2022,157,Action,5.2,Mohan Raja,"['Chiranjeevi', 'Salman Khan', 'Nayanthara', 'Satyadev Kancharana']",7154
114,Jodi,2023,139,Comedy,8.1,Amberdeep Singh,"['Diljit Dosanjh', 'Nimrat Khaira', 'Drishtii Garewal', 'Hardeep Gill']",334
115,Uunchai,2022,173,Adventure,7.1,Sooraj R. Barjatya,"['Amitabh Bachchan', 'Anupam Kher', 'Boman Irani', 'Parineeti Chopra']",6816
116,Dobaaraa,2022,132,Drama,4.6,Anurag Kashyap,"['Taapsee Pannu', 'Pavail Gulati', 'Nassar', 'Saswata Chatterjee']",20413
117,Goodbye,2022,130,Comedy,6.8,Vikas Bahl,"['Amitabh Bachchan', 'Neena Gupta', 'Rashmika Mandanna', 'Pavail Gulati']",9181
118,Thugs,2023,122,Action,6.6,Brinda Master,"['Hridhu Haroon', 'Sarath Kumar', 'Munishkanth', 'Thenappan P.L.']",212
119,Almost Pyaar with DJ Mohabbat,2022,121,Drama,4.8,Anurag Kashyap,"['Alaya F', 'Karan Mehta', 'Vicky Kaushal', 'Sapna Pabbi']",892
120,Rorschach,2022,150,Action,7.0,Nissam Basheer,"['Mammootty', 'Grace Antony', 'Jagadish', 'Bindu Panikkar']",5562
121,Kabzaa,2023,134,Action,6.2,R. Chandru,"['Upendra', 'Sudeep', 'Shriya Saran', 'Shivarajkumar']",14797
122,Yaanai Mugathaan,2023,120,Fantasy,7.7,Rejishh Midhila,"['Yogi Babu', 'Uday Chandra', 'Karunakaran', 'Kwochai S']",984
123,Corona Papers,2023,155,Action,6.7,Priyadarshan,"['Shine Tom Chacko', 'Franco Francis', 'Gayathrie', 'Jaise Jose']",1077
124,Blurr,2022,127,Drama,5.9,Ajay Bahl,"['Taapsee Pannu', 'Gulshan Devaiah', 'Abhilash Thapliyal', 'Sorabh Chauhan']",5545
125,Pushpa: The Rule - Part 2,2023,120,Action,7.1,Sukumar,"['Akshay Kumar', 'Fahadh Faasil', 'Allu Arjun', 'Rashmika Mandanna']",3368
126,C.S.I Sanatan,2023,120,Crime,8.2,Sivashankar Dev,"['Aadi', 'Misha Narang', 'Nandini Rai', 'Bhupal']",2356
127,Chitrakut,2022,120,Drama,7.9,Himanshu Malik,"['Auritra Ghosh', 'Vibhore Mayank', 'Naina Trivedi', 'Shruti Bapna']",456
128,Animal,2023,146,Action,7.1,Sandeep Reddy Vanga,"['Ranbir Kapoor', 'Triptii Dimri', 'Fahim Fazli', 'Rashmika Mandanna']",3368
129,Cirkus,2022,112,Comedy,4.8,Rohit Shetty,"['Ranveer Singh', 'Varun Sharma', 'Pooja Hegde', 'Jacqueline Fernandez']",22820
130,Gadar 2,2023,122,Action,7.1,Anil Sharma,"['Sunny Deol', 'Ameesha Patel', 'Manish Wadhwa', 'Utkarsh Sharma']",3368
131,Bharatha Circus,2022,120,Drama,5.7,Sohan Seenulal,"['Binu Pappu', 'Shine Tom Chacko', 'M.A. Nishad', 'Sunil Sukhada']",214
132,Kumari,2022,137,Horror,6.3,Nirmal Sahadev,"['Aishwarya Lekshmi', 'Prithviraj Sukumaran', 'Shine Tom Chacko', 'Tanvi Ram']",1914
133,Tiger 3,2023,120,Action,7.1,Maneesh Sharma,"['Salman Khan', 'Katrina Kaif', 'Aamir Naik', 'Shah Rukh Khan']",3368
134,Tara vs Bilal,2022,126,Comedy,5.8,Samar Iqbal,"['Sonia Rathee', 'Harshvardhan Rane', 'Shammi Aulakh', 'Tariq Chacha']",2324
135,Mili,2022,127,Drama,6.7,Mathukutty Xavier,"['Janhvi Kapoor', 'Manoj Pahwa', 'Sunny Kaushal', 'Deepak Simwal']",10281
136,Maamannan,2023,120,Drama,7.1,Mari Selvaraj,"['Vadivelu', 'Fahadh Faasil', 'Keerthy Suresh', 'Udhayanidhi Stalin']",3368
137,Jersey,2022,170,Drama,7.3,Gowtam Tinnanuri,"['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur', 'Prit Kamani']",13650
138,Ottu,2022,126,Action,5.9,Fellini T.P.,"['Arvind Swami', 'Kunchacko Boban', 'Jackie Shroff', 'Eesha Rebba']",1140
139,Salaar,2023,140,Action,7.1,Prashanth Neel,"['Prabhas', 'Prithviraj Sukumaran', 'Shruti Haasan', 'Jagapathi Babu']",3368
140,Pareshan,2023,131,Comedy,8.3,Rupak Ronaldson,"['Pavani Karanam', 'Muralidhar Goud', 'Thiruveer', 'Bunny Abiran']",72
141,Theera Kadhal,2023,128,Drama,8.0,Rohin Venkatesan,"['Jai', 'Amzath Khan', 'K S Krishnan', 'Abdool Lee']",42
142,Soppana Sundari,2023,115,Comedy,6.5,S.G. Charles,"['Lakshmi Priyaa Chandramouli', 'Nakkalites Dhanam', 'Mime Gopi', 'Karunakaran']",733
143,Gurudev Hoysala,2023,130,Action,6.9,Vijay Naagendra,"['Dhananjaya', 'Amrutha Iyengar', 'B.S. Avinash', 'Naveen Shankar']",653
144,Vichitram,2022,138,Drama,6.9,Achu Vijayan,"['Shine Tom Chacko', 'Jolly Chirayath', 'Thushara Pillai', 'Lal']",1951
145,Love Today,2022,154,Comedy,8.1,Pradeep Ranganathan,"['Pradeep Ranganathan', 'Ivana', 'Yogi Babu', 'Raveena Ravi']",13629
146,8 A.M. Metro,2023,116,Drama,8.7,Raj Rachakonda,"['Saiyami Kher', 'Gulshan Devaiah', 'Sandeep Bhardwaj', 'Rajiv Kumar Aneja']",90
147,Lavaste,2023,116,Thriller,8.4,Sudeesh Kanaujia,"['Omkar Kapoor', 'Rajesh Bonik', 'Kurush Deboo', 'Manoj Joshi']",1024
148,Raghavendra Stores,2023,102,Comedy,7.7,Santhosh Ananddram,"['Mithra', 'Achyuth Kumar', 'Jaggesh', 'H.G. Dattatreya']",862
149,Ayodhi,2023,121,Action,8.3,Manthira Moorthy,"['Master Advaith', 'Preethi Asrani', 'Pugazh', 'M. Sasikumar']",2424
150,Agent,2023,156,Action,4.3,Surender Reddy,"['Akhil Akkineni', 'Mammootty', 'Sakshi Vaidya', 'Dino Morea']",1042
151,Chengiz,2023,150,Action,8.2,Rajesh Ganguly,"['Jeet', 'Susmita Chatterjee', 'Rohit Roy', 'Shataf Figar']",5748
152,August 16 1947,2023,144,Action,6.7,N.S. Ponkumar,"['Gautham Karthik', 'Revathy', 'Pugazh', 'Madhusudhan Rao']",713
153,Salute,2022,145,Action,7.0,Rosshan Andrrews,"['Dulquer Salmaan', 'Manoj K. Jayan', 'Diana Penty', 'Lakshmi Gopalaswamy']",5254
154,ThiruvinKural,2023,117,Thriller,5.1,Harish Prabhu,"['Aathmika', 'Bharathiraja', 'Arulnithi', 'Ashraf Mallissery']",222
155,Daredevil Musthafa,2023,160,Comedy,8.5,Shashank Soghal,"['Aashith', 'Mysore Anand', 'Aditya Ashree', 'Shishira Baikady']",287
156,Dunki,2023,120,Comedy,7.1,Rajkumar Hirani,"['Shah Rukh Khan', 'Taapsee Pannu', 'Boman Irani', 'Jeremy Wheeler']",3368
157,Anek,2022,147,Action,6.5,Anubhav Sinha,"['Ayushmann Khurrana', 'Andrea Kevichüsa', 'Manoj Pahwa', 'Kumud Mishra']",22195
158,Shooter,2022,143,Action,6.7,Tru Makers,"['Sonpreet Jawanda', 'Billa Beniwal', 'Vadda Grewal', 'Jeeva']",1107
159,Code Name: Tiranga,2022,137,Action,3.2,Ribhu Dasgupta,"['Parineeti Chopra', 'Harrdy Sandhu', 'Sharad Kelkar', 'Dibyendu Bhattacharya']",1920
160,Kooman,2022,153,Drama,7.3,Jeethu Joseph,"['Asif Ali', 'Abhiram Radhakrishnan', 'Hannah Reji Koshy', 'Renji Panicker']",2806
161,Dasvi,2022,125,Comedy,7.8,Tushar Jalota,"['Abhishek Bachchan', 'Nimrat Kaur', 'Yami Gautam', 'Manu Rishi Chadha']",55853
162,Kazhuvethi Moorkkan,2023,152,Action,8.6,Sy Gowthamraj,"['Arulnithi', 'Santhosh Prathap', 'Dushara Vijayan', 'Munishkanth']",40
163,Jana Gana Mana,2022,162,Crime,8.3,Dijo Jose Antony,"['Prithviraj Sukumaran', 'Suraj Venjaramoodu', 'Mamta Mohandas', 'Mammootty']",14653
164,Cobalt Blue,2022,112,Drama,6.5,Sachin Kundalkar,"['Neelay Mehendale', 'Prateik Babbar', 'Lovish Bhatia', 'Neil Bhoopalam']",2210
165,Night Drive,2022,118,Drama,6.7,Vysakh,"['Anna Ben', 'Roshan Mathew', 'Indrajith Sukumaran', 'Siddique']",1990
166,Thiruchitrambalam,2022,131,Comedy,7.9,Mithran Jawahar,"['Dhanush', 'Nithya Menen', 'Bharathiraja', 'Prakash Raj']",11615
167,The Archies,2023,120,Comedy,7.1,Zoya Akhtar,"['Khushi Kapoor', 'Rohit Chetry', 'Suhana Khan', 'Vedang Raina']",3368
168,Deiva Machan,2023,120,Comedy,5.9,Martin Nirmal Kumar,"['Neha Jha', 'Muruganandam', 'Aadukalam Naren', 'Pandiarajan']",1109
169,Rosh,2023,113,Drama,5.4,Jayveer Panghaal,"['Allu Ashish', 'Mimoh Chakraborty', 'Vrajesh Hirjee', 'Jillian Kilroy']",46
