,Movie_Name,year,runtime,genre,Rating,director,stars,Votes
1488,Bhoy - The Beginning,2022,120,Fantasy,7.1,Ayan Sil,"['Kavya Kashyap', 'Aranya Roy Chowdhury', 'Ushoshi Sengupta', 'Judhajit Sarkar']",3368
1489,Vaathil,2023,120,Drama,7.1,Ramakanth Sarju,"['Ramakanth Sarju', 'Anu Sithara', 'S.V. Krishna Shankar', 'Vinay Forrt']",3368
1490,19.20.21,2023,131,Crime,9.2,Mansore,"['Avinash', 'Shrunga B.V.', 'Mahadev Hadapad', 'Krishna Hebbale']",43
1491,Agam,2022,81,Drama,9.6,Mishra Sumit,"['Rahul Bagga', 'Tara-Alisha Berry', 'Amit Kumar Bhagat', 'Anastasiia Kelly']",11
1492,Baba Baby O,2022,135,Comedy,6.7,Aritra Mukherjee,"['Mainak Banerjee', 'Bidipta Chakraborty', 'Gourab Chatterjee', 'Rajat Ganguly']",383
1493,Tora's Husband,2022,150,Drama,7.2,Rima Das,"['Abhijit Das', 'Tarali Kalita Das', 'Bhuman Bhargav Das', 'Purbanchali Das']",13
1494,Phoenix,2022,120,Thriller,7.1,Vishnu Bharathan,"['Vishnu Bharathan', 'Aju Varghese', 'Anoop Menon', 'Chandhunadh']",3368
1495,Jatugriha,2022,104,Drama,8.2,Saptaswa Basu,"['Parambrata Chattopadhyay', 'Bonny Sengupta', 'Piyali Chakraborty', 'Payel Sarkar']",101
1496,One Story Many Ends,2022,118,Horror,7.5,Sanjay Niranjan,"['Usha Bachani', 'Rana Jung Bahadur', 'Deepak Bhatia', 'Brandis']",12
1497,Kallan,2022,125,Action,6.4,Thangaraj Chandra,"['Nikkita Anil Kumar', 'Namo Narayana', 'Karu Palaniappan', 'Soundararaja']",30
1498,Ap04ramapuram,2022,144,Drama,5.1,U. Hema Reddy,"['Akhila Akarshana', 'Ram Jakkala', 'SS Kumar', 'P N Raaz']",2129
1499,100 Dresses,2022,120,Horror,7.1,Arati Bhatt,"['Chiranjivi Narshimha Baggi', 'Bala', 'Krina Bhanushali', 'Aditya Dhruve']",3368
1500,Zebra,2023,120,Crime,7.1,Eashvar Karthic,"['Satyadev Kancharana', 'Priya Bhavani Shankar', 'Dhananjaya', 'Amrutha Iyengar']",3368
1501,Gosmari Family,2023,131,Comedy,8.8,Sai Krishna Kudla,"['Samata Amin', 'Prasanna Shetty Bailur', 'Aravind Bolar', 'Arjun Kapikad']",13
1502,Bedurulanka 2012,2023,120,Action,7.1,Clax,"['Kartikeya Gummakonda', 'Neha Shetty', 'Ajay Ghosh', 'Satya']",3368
1503,Nishana,2022,147,Action,6.9,Sukhminder Dhanjal,"['Guggu Gill', 'Vikramjeet Virk', 'Kulwinder Billa', 'Saanvi Dhiman']",50
1504,Lucky Lakshman,2022,131,Comedy,7.5,Abhi Ar,"['Syed Sohel Ryan', 'Mokksha', 'Devi Prasad', 'Shani Salmon']",3753
1505,Takatak 2,2022,121,Comedy,6.3,Milind Zumber Kavde,"['Prathamesh Parab', 'Pranali Bhalerao', 'Ajinkya Raut', 'Bhoomika Kadam']",180
1506,Station 5,2022,116,Drama,8.3,Prashanth Kanathur,"['Anoop Chandran', 'Dayyana Hameed', 'Indrans', 'Santhosh Keezhattoor']",16
1507,Sector Balakot,2023,109,War,7.1,Hitesh Paulbhai Khristy,"['Elakshi A Gupta', 'Vipul Gupta', 'Ridoyanul Hoq', 'Puneet Issar']",3368
1508,The Winter Within,2022,99,Drama,7.6,Aamir Bashir,"['Aamir Bashir', 'Zoya Hussain', 'Shabir Ahmad Lone', 'Manzoor Ahmad Bhat']",8
1509,Khela Jawkhon,2022,120,Thriller,3.0,Arindam Sil,"['Sasmit Bagchi', 'Arjun Chakrabarty', 'Mimi Chakraborty', 'Barun Chanda']",51
1510,Vishnu Priya,2023,120,Drama,7.1,V.K. Prakash,"['Priya Prakash Varrier', 'Takur R Baragi', 'Shreyas Manju', 'Achuth Rao']",3368
1511,Sreemantha,2023,120,Drama,7.1,Hassan Ramesh,"['Sonu Sood', 'Kranti Revana Siddappa', 'Vaishnavi Menon', 'Vaishnavi Patwardhan']",3368
1512,Secrets of Love,2023,120,Biography,8.1,Ritesh s Kumar,"['Jayesh Kapoor', 'Nazre Inayat Khan', 'Ravi Kishan', 'Vivek Anand Mishra']",21
1513,Long Drive,2023,120,Thriller,9.3,G Sri Raju,"['Arjun Yogesh Raj', 'Supritha Sathyanarayan', 'Tejaswini Shekar', 'Manjunath Gowda B.R.']",822
1514,Aathva Rang Premacha,2022,120,Drama,8.4,Khushboo Sinhha,"['Rinku Rajguru', 'Makrand Deshpande', 'Vishal Aanand', 'Anshuman Ram Tripathi']",758
1515,Adavi Donga,2023,119,Action,8.8,Kiran Kotaprolu,"['Appu', 'Kiran', 'Vaddi Mahesh', 'Rekha Nirosha']",1015
1516,Ovalley,2022,120,Thriller,8.8,Sulfi,"['G. Krishna Kumar', 'Girish Madhu', 'Sruthi Pramod', 'Roshan Jr.']",165
1517,Purushothama,2022,150,Crime,8.4,Amarnath S V,"['Harish A V', 'Apurva', 'Kiran Jai', 'Prof. Dr. Mahadeva']",85
1518,Valentines Night,2023,105,Romance,7.6,Anil Gopi Reddy,"['Mukku Avinash', 'Bindu Chandramouli', 'Charan', 'Divya Dekate']",1559
1519,English Manju,2023,168,Crime,8.9,Aryaa M. Mahesh,"['Pramod', 'Thejaswini Sharma', 'V. Nagendra Prasad', 'Nagendra Urs']",1044
1520,Uniki,2022,120,Crime,6.8,Rajkumar Bobby,"['Chitra Shukla', 'Ashish Gandhi', 'Darbha Appaji Ambarisha', 'Tnr']",104
1521,Jetty,2022,134,Action,6.9,Subrahmanyam Pitchuka,"['Nandita Shwetha', 'Kishore Kumar G.', 'Mime Gopi', 'Jeeva']",3194
1522,1001 Nunakal,2022,120,Drama,9.1,Thamar K.V.,"['Remya Suresh', 'Vidhya Vijaykumar', 'Zhinz Shan', 'Vishnu Agasthya']",7
1523,Buffoon,2022,119,Drama,5.1,Ashok Veerappan,"['Vaibhav Reddy', 'Anagha L.K.', 'Anthakudi Ilayaraja', 'Aadukalam Naren']",281
1524,Behind Someone,2022,103,Crime,7.5,Ajay Nali,"['Raaj Suriyan', 'Niviksha Naidu', 'Suman', 'Ravi Babu']",3262
1525,Ek Dhansu Love Story,2022,120,Comedy,7.1,Omar,['Omar'],3368
1526,Buddies,2022,140,Drama,9.4,Gurutej Shetty,"['Kiran Raj', 'Siri Prahlad', 'Gopalkrishna Deshpande', 'Aravind Bolar']",522
1527,Khalli Balli,2022,120,Comedy,6.2,Manoj Sharma,"['Kainaat Arora', 'Govardhan Asrani', 'Mini Bansal', 'Dharmendra']",15
1528,Gaalib,2022,154,Drama,4.8,Manoj Giri,"['Nikkhil Pitaley', 'Deepika Chikhalia', 'Anil Rastogi', 'Ajay Arya']",8
1529,Chathi,2023,130,Family,7.1,Sarathchandran Wayanad,"['Jaffer Idukki', 'Lal Jose', 'Akhil Prabhakar', 'Abu Salim']",3368
1530,Majaz A Life in Poetry,2023,116,Biography,7.1,Huma Khalil,"['Sandeep Kartar Singh', 'Nassar Abdulla', 'Soha Khan', 'Amrish Mishra']",3368
1531,Kidugu,2023,107,Crime,5.2,Veera Murugan,"['Kalloori Vinoth', 'Birla Bose', 'Peter Saravanan', 'Vijay Chanduru']",121
1532,Sumi,2022,90,Drama,9.3,Amol Gole,"['Akanksha Pingale', 'Divyesh Indulkar', 'Harshal Gire', 'Nitin Bhajan']",26
1533,Maro Prapancham,2023,109,Drama,8.0,Kilaru Naveen,"['Venkat Kiran', 'Akshika Vidvat', 'Yamin Raaz', 'Suraiya Parvin']",2090
1534,Chandramukhi 2,2023,120,Drama,7.1,P. Vasu,"['Kangana Ranaut', 'Raghava Lawrence', 'Radhika Sarathkumar', 'Vadivelu']",3368
1535,Nede Vidudala,2023,126,Comedy,9.1,Ram Reddy Pannala,"['Asif Khan', 'Mouryani', 'Kasi Vishwanath', 'Mirchi Madhavi']",1804
1536,Dear Vaappi,2023,138,Drama,6.6,Shan Thulasi,"['Lal', 'Anagha Narayanan', 'Abhiram Radhakrishnan', 'Jagadish']",582
1537,Ramachari 2.0,2023,120,Action,9.1,Thej,"['Thej', 'Kaustuba Mani', 'Raghavendra Rajkumar', 'Pavan Acharya']",201
1538,Dear Molly,2022,91,Drama,6.7,Gajendra Ahire,"['Alok Rajwade', 'Mrinmayee Godbole', 'Gurbani Gill', 'Christer Holmgren']",40
1539,Irumban,2023,120,Drama,9.1,Keera,"['Junior MGR', 'Aishwarya Dutta', 'Yogi Babu', 'Sendrayan']",11
1540,Director,2022,121,Drama,8.7,Karthik Krishna,"['Aishwarya Raj Bhakuni', 'Ashish Gandhi', 'Shiva Karthik', 'Antra Raut']",909
1541,Vazhiye,2022,80,Horror,3.3,Nirmal Baby Varghese,"['Jeffin Joseph', 'Aswathi Anil Kumar', 'Varun Ravindran', 'Shyam Salash']",206
1542,Dhaman,2022,120,Drama,9.4,Rajan Verma,"['Anang Desai', 'Jayesh More', 'Jenish Buddhadev', 'Aarjav Trivedi']",151
1543,Mr. Kalyan,2023,120,Drama,8.0,Pandu,"['Sapthagiri', 'Dhanraj', 'Thagubothu Ramesh', 'Chitram Srinu']",2093
1544,Shadow Assassins,2022,125,Crime,8.4,Nilaanjan Reeta Datta,"['Anurag Sinha', 'Mishti Chakravarty', 'Hemant Kher', 'Rakesh Chaturvedi Om']",384
1545,Dear Vikram,2022,182,Action,6.5,K.S. Nandeesh,"['Sathish Neenasam', 'Shraddha Srinath', 'Chandru Mahadev', 'Vasishta N. Simha']",984
1546,Erumbu,2023,120,Drama,7.1,G. Suresh,"['Baby Monika Siva', 'George Maryan', 'M.S. Bhaskar', 'Charlie']",3368
1547,Bhaichara,2023,148,Action,7.1,Mohit Bharti,"['Armaan Ahlawat', 'Kanwar Ajeet', 'Pradeep Bhardwaj', 'Harsh Chikkara']",3368
1548,Bharateeyans,2022,120,Action,7.1,Deena Raj,"['Sonam Thendup Barphungpa', 'Rajeswari Chakraborty', 'Subha Ranjan Mukherjee', 'Peden Ongmu Namgyal']",3368
1549,I Am Kathalan,2023,120,Comedy,7.1,Girish A.D.,"['Lijo Mol Jose', 'Anishma Anilkumar', 'Naslen', 'Dileesh Pothan']",3368
1550,Othaikku Oththa,2022,120,Drama,7.1,Barnesh,"['Barnesh', 'Atharvaa Murali', 'Vidya Pradeep']",3368
1551,Gulabi,2023,120,Thriller,7.1,Kiran P Kumar,"['Kiran P Kumar', 'Karunya Chowdary', 'Shree Rapaka', 'Srinivas']",3368
1552,Anugaman,2023,93,Drama,7.1,Arunava Mukherjee,"['Soham Bhatt Acharya', 'Bhaswati Halder', 'Prosenjit Kundu', 'Debika Mukherjee']",3368
1553,Bestie,2022,137,Romance,4.7,Ranga Kumar,"['Yaashika Aanand', 'Ashok Kumar Balakrishnan', 'Lollu Sabha Jeeva', 'Lollu Sabha Maaran']",34
1554,Boyz 3,2022,136,Drama,5.9,Vishal Devrukhkar,"['Parth Bhalerao', 'Pratik Lad', 'Sumant Shinde', 'Vidula Chougule']",242
1555,Vamanan,2022,98,Thriller,7.3,A.B. Binil,"['Indrans', 'Hareesh Kanaran', 'Seema G. Nair', 'Baiju']",136
1556,Swastik Sanket,2022,135,Adventure,6.8,Sayantan Ghosal,"['Joy Bhowmik', 'Gaurav Chakrabarty', 'Saswata Chatterjee', 'Hriju Dhibar']",242
1557,Girls Will Be Girls,2022,90,Drama,7.1,Shuchi Talati,"['Shuchi Talati', 'Kani Kusruti', 'Preeti Panigrahi', 'Kesav Binoy Kiron']",3368
1558,Shrimati,2022,116,Drama,7.3,Arjunn Dutta,"['Barkha Bisht', 'Soham Chakraborty', 'Kheya Chattopadhyay', 'Swastika Mukherjee']",30
1559,Khasagi Putagalu,2022,120,Comedy,9.9,Santhosh Srikantappa,"['Vishwa', 'Leonilla Shwetha Dsouza', 'Nandagopal', 'Chethan Durga']",19
1560,Iru,2023,127,Drama,7.1,Varghese Lal,"['Dain Davis', 'Nayana Elza', 'Jaffer Koduva', 'Pradeep Kottayam']",3368
1561,Saunh Mitti Di,2023,120,Drama,7.1,Bhupinder Singh Bambrah,"['Bhupinder Singh Bambrah', 'Gurvinder Sra', 'Harmeet Jassi', 'Kirandeep Rayat']",3368
1562,Parvatinagar,2022,120,Crime,9.5,Takshashil Sontakke,"['Shobha Chavan', 'Prasenjit Erondolikar', 'Chandu Kadroli', 'Suresh Kadroli']",42
1563,Aamantran,2022,120,Romance,7.1,Ashwin Dhar,"['Ashwin Dhar', 'Pamela Mondal', 'Kanupriya Sharma', 'Shammi Malhotra']",3368
1564,Clap,2022,129,Drama,6.8,Prithivi Adithya,"['Aadhi', 'Rajsekhar Aningi', 'Brahmaji', 'Mime Gopi']",322
1565,Vela,2023,120,Drama,7.1,Syam Sasi,"['Shane Nigam', 'Aditi Balan', 'Namritha Mv', 'Sunny Wayne']",3368
1566,Ramrajya,2022,120,Drama,8.4,Nitesh Rai,"['Manoj Bakshi', 'Sandeep Bhojak', 'Manish Choudhary', 'Shivam Gaur']",17
1567,Sorry Day,2022,103,Drama,6.6,Mukul Verma,"['Armaan Abhua', 'Samridh Acharya', 'Balwinder Dhaliwal', 'Kashvi Grover']",22
1568,Chidiya Ghar,2022,120,Action,9.1,Amit Bhadana,"['Vikas Bainsla', 'Amit Bhadana', 'Gauri Chakraborty', 'Jasmine Kaur']",24
1569,Aa Bhi Ja O Piya,2022,102,Family,7.4,Rajesh Harivansh Mishra,"['Sanjeeb Dasgupta', 'Pooja Ghosh', 'Richa Kalra', 'Smriti Kashyap']",1359
1570,Vajood,2023,120,Drama,7.1,Ajay Jethi,"['Ajay Jethi', 'Chandan Gill', 'Sunita Dhir', 'Prakash Gaadhu']",3368
1571,Ranga,2022,113,Action,5.4,Vinod D.L.,"['Sibiraj', 'Nikhila Vimal', 'Sathish', 'Mohnish Rahega']",264
1572,Prathyardhi,2023,120,Crime,8.9,Shankar Mudavath,"['Rohit Behal', 'Neelima', 'Thagubothu Ramesh', 'Akshata Sonawane']",12
1573,Guntur Talkies 2,2022,127,Comedy,7.1,Raaj Kumar M,"['Raaj Kumar M', 'Sunny Leone', 'Mahesh Manjrekar', 'Nikesha Patel']",3368
1574,Achena Uttam,2022,140,Biography,8.5,Atanu Bose,"['Biswanath Basu', 'Tirtha Raj Bose', 'Priyanshu Chatterjee', 'Saswata Chatterjee']",3208
1575,Afterglow,2022,120,Drama,7.1,Arturo Alanis Garza,"['Arturo Alanis Garza', 'Max McGee', 'Arturo Alanis Garza']",3368
1576,800,2022,120,Biography,7.1,M.S. Sripathy,"['Nassar', 'Madhur Mittal', 'Narain', 'Mahima Nambiar']",3368
1577,Chalti Rahe Zindagi,2022,100,Drama,7.1,Aarti S. Bagdi,"['Seema Biswas', 'Manjari Fadnnis', 'Siddhant Kapoor', 'Indraneil Sengupta']",3368
1578,Black Rose,2022,120,Crime,7.1,Sampath Nandi,"['Sampath Nandi', 'Urvashi Rautela']",3368
1579,Char Cup Chai,2023,99,Action,7.1,Harman Singh,"['Simmerpal Singh', 'Muskan Mehta', 'Bob Khaira', 'Aman Ball']",3368
1580,14 Days Love,2022,112,Drama,7.1,Nagaraj Bodem,"['Shanoor Sana', 'Ajay', 'Idream Anjali', 'Chandni Bhagwanani']",3368
1581,Ogo Bideshini,2022,120,Drama,8.8,Anshuman Pratyush,"['Ankush Hazra', 'Sammy Jonas Heaney', 'Jamie Humphrey', 'Santilal Mukherjee']",23
1582,Banaras,2022,150,Romance,6.8,Jayathirtha,"['Barkath Ali', 'Takur R Baragi', 'Devaraj', 'Zaid Khan']",3145
1583,Sridevi Shoban Babu,2023,120,Comedy,4.4,Prashanth Kumar Dimmala,"['Gouri Kishan', 'Moin', 'Nagababu', 'Rohini']",174
1584,Mechanic,2023,150,Drama,7.1,Muni Sahekara,"['Mani Sai Teja', 'Rekha Nirosha', 'Tanikella Bharani', 'Naga Mahesh']",3368
1585,Amriki Pandit,2022,120,Drama,7.1,Kalpesh Garg,"['Madhavan', 'Deepti Sati', 'Manju Warrier', 'Sushmita Mukherjee']",3368
1586,Elham,2023,120,Drama,7.1,Dhruva Harsh,"['Taiyo Chan', 'Tot Chan', 'Mahmood Hashmi', 'Gunnit Kour']",3368
1587,Sass Meri Ne Munda Jamya,2022,120,Drama,5.9,D.K. Bains,"['Dilpreet Dhillon', 'Bhumika Sharma', 'Hardeep Gill', 'Nirmal Rishi']",26
1588,Mane Lai Ja,2022,120,Drama,8.5,Niranjan Sharma,"['Hansmukh Bhavsar', 'Nishit Bhrahmbhatt', 'Harish Dagia', 'Mukesh Jani']",16
1589,Dahini - The Witch,2023,120,Crime,7.1,Rajesh Touchriver,"['Tannishtha Chatterjee', 'J.D. Chakravarthi', 'Badrul Islam', 'Mohd Ashique Hussain']",3368
1590,Why? - The Musical,2022,45,Musical,7.1,Shekhar Kapur,"['Shekhar Kapur', 'Shubshri Kandiah', 'Jaaved Jaaferi', 'William Zappa']",3368
1591,O,2022,120,Horror,6.8,Mahesha C Ammallidoddy,"['Sangeetha Anil', 'Amrutha Iyengar', 'Siddu Moolimani', 'Milana Nagaraj']",1041
1592,Padma Shri Kaur Singh,2022,122,Biography,7.9,Vikram Pradhan,"['Karamjit Singh Batth', 'Gurpreet Bhangu', 'Baninder Bunny', 'Sukhwinder Chahal']",25
1593,Anur: Eyes on the sunshine,2023,162,Drama,9.4,Monjul Baruah,"['Jahanara Begum', 'Bidya Bharati', 'Boloram Das', 'Udayan Duarah']",40
1594,Kothala Rayudu,2022,136,Action,6.7,Sudheer Raju,"['Akhil', 'Ananth', 'Rajsekhar Aningi', 'Anjaneyulu']",573
1595,Adithattu,2022,94,Action,6.4,Jijo Antony,"['Shine Tom Chacko', 'Sunny Wayne', 'Alexander Prasanth', 'Sabumon Abdusamad']",257
1596,Lokkhi Chele (An Angel's Kiss),2022,120,Drama,8.0,Kaushik Ganguly,"['Ujaan Ganguly', 'Indrasish Roy', 'Purab Shil Acharya', 'Ambarish Bhattacharya']",181
1597,Yeh Shaadi Nahi Ho Sakti,2023,120,Comedy,7.1,Akarsh Khurana,"['Prajakta Koli', 'Shikha Talsania', 'Chaitnya Sharma', 'Adhaar Khurana']",3368
1598,Sree Dhanya Catering Service,2022,98,Comedy,6.1,Jeo Baby,"['Prasant Murali', 'Moor', 'Jeo Baby', 'Gilu Joseph']",174
1599,Udd Jaa Nanhe Dil,2022,100,Family,7.1,Swaroop Raj Medara,"['Gaurav Kamble', 'Rajgopal Iyer', 'Surendra Pal', 'Suniel Shetty']",3368
1600,Physics Teacher,2022,95,Thriller,6.5,Sumukha,"['Prerana Kambam', 'Rajesh Nataranga', 'Mandya Ramesh', 'Sumukha']",71
1601,Sakshi -An Untold Story,2022,132,Drama,7.1,Vinod Tiwari,"['Vindhya Tiwari', 'Prateek Shukla', 'Ravi Bhatia', 'Manoj Joshi']",3368
1602,Sees Kaddi,2023,120,Family,7.1,Rathan Gangadhar,['Rathan Gangadhar'],3368
1603,Sajaniya I Love You,2023,127,Action,7.1,Shree Kumar Pandey,"['Deepak Kumar', 'Sapna Upadhyay', 'Ravi Shankar Mishra', 'Priyanka Maharaj']",3368
1604,Life of 3,2022,120,Mystery,9.1,Shashi Preetam,"['Santosh Anantharaman', 'Snehal Kamath', 'Chinni Krishna', 'Haji Mohammed']",28
1605,Sorry Karma Returns,2022,120,Crime,9.7,Brahmanand Reddy,"['Ragini Dwivedi', 'Arjun Sharma', 'M.D. Afzal', 'Harshitha Kallingal']",40
1606,Maa Da Ladla,2022,140,Comedy,5.9,Uday Pratap Singh,"['Tarsem Jassar', 'Neeru Bajwa', 'Iftikhar Thakur', 'Nirmal Rishi']",232
1607,Santhosham,2023,120,Drama,9.2,Ajith V. Thomas,"['Asha Aravind', 'Kalabhavan Shajohn', 'Anu Sithara', 'Mallika Sukumaran']",417
1608,Oye Bhootni Ke,2022,120,Comedy,7.1,Ajay Kailash Yadav,"['Mimoh Chakraborty', 'Mukesh S. Bhatt', 'Diana Khan', 'Jeet Raidutt']",3368
1609,Shri Balaji Photo Studio,2023,120,Drama,9.1,Rajesh Dhruva,"['Rajesh Dhruva', 'Ravi Salian', 'Shishir Shastry', 'Radhika Achuthrao']",308
1610,Anbulla Ghilli,2022,120,Comedy,7.4,Srinath Ramalingam,"['Mime Gopi', 'Ashiq Hussain', 'Maithreya Rajasekhar', 'Chandini Tamilarasan']",48
1611,S.H.O. Sher Singh,2022,101,Comedy,5.8,Shakti Rajput,"['Jaswinder Bhalla', 'Hobby Dhaliwal', 'Prakash Gaadhu', 'Avtar Gill']",11
1612,Mahishasur Marddini,2022,120,Drama,9.0,Ranjan Ghosh,"['Rituparna Sengupta', 'Saswata Chatterjee', 'Parambrata Chattopadhyay', 'Sritama Dey']",30
1613,Tholvi F.C.,2023,120,Comedy,7.1,George Kora,"['Sharafudheen', 'Johny Antony', 'George Kora', 'Asha Madathil Sreekanth']",3368
1614,Theal,2022,113,Action,3.5,Harikumar,"['Hari Kumar', 'Prabhu Deva', 'Samyuktha Hegde', 'Vishnu Unnikrishnan']",236
1615,FOUR: Vol. I,2022,65,Crime,8.4,Abhishek Swain,"['Partha Ray', 'Satya Ranjan', 'Ashwin Ray Mohapatra', 'Swastik Choudhury']",49
1616,Project Kahuta,2022,82,Biography,7.1,Ankur Pajni,"['Ekavali Khanna', 'Murli Sharma', 'Zakir Hussain', 'Caroline Derpienski']",3368
1617,Kunjamminis Hospital,2023,120,Comedy,7.1,Sanal Devan,"['Prakash Raj', 'Nyla Usha', 'Indrajith Sukumaran', 'Baburaj']",3368
1618,White Rose,2022,120,Thriller,7.1,Raja Sekaran,"['Raja Sekaran', 'Anandhi', 'R.K. Suresh']",3368
1619,Dahleez,2022,120,Drama,9.9,Vishal Tirkey,"['Vishal Tirkey', 'Amit Kumar Bhagat', 'Nisha Lakra', 'Alisha Tigga']",7
1620,Oye Idiot,2023,120,Romance,7.1,Kadali Venkat,"['Kadali Venkat', 'Tripti Shankhdhar', 'Yeshwanth Yejjavarapu']",3368
1621,#Homecoming,2022,90,Drama,7.1,Soumyajit Majumdar,"['Sayani Gupta', 'Tushar Pandey', 'Hussain Dalal', 'Soham Majumdar']",25
1622,Cup,2023,120,Drama,7.1,Sanju V Samuel,"['Mathew Thomas', 'Basil Joseph', 'Guru Somasundaram', 'Namitha Pramod']",3368
1623,Valaiti Yantar,2022,120,Comedy,7.1,Ranjeet Bal,"['Aman Sandhu', 'Gurnam Bhullar', 'Gurpreet Bhangu', 'Aalam Bir']",3368
1624,Gadayuddha,2023,154,Action,7.1,Shrivathsa Rao,"['Sumit', 'Sadhu Kokila', 'Ayyappa P. Sharma', 'Danny Kuttappa']",3368
1625,Mahabhoj (The Grand Feast),2023,100,Drama,4.9,Songshoptok,"['Songshoptok', 'Neel Das', 'Sankar Debnath']",9
1626,Marne Ke Dar Se Mere Dil,2023,120,Comedy,7.1,Priyasha Bhardwaj,"['Priyasha Bhardwaj', 'Krishnakant Singh Bundela', 'Sunil Godabole', 'Sunil Holkar']",3368
1627,Ghost of Maaikhuli,2022,113,Action,7.6,Pankaj Soram,"['Darathie Bhardwaj', 'Manas Daimary', 'Jony Darlong', 'Kamal Lochan Deka']",13
1628,Shukrdosh,2023,120,Comedy,7.1,Anup Thapa,"['Puneet Issar', 'Mugdha Godse', 'Grusha Kapoor', 'Veeraj Rao']",3368
1629,Baghi Di Dhee,2022,120,Drama,9.1,Mukesh Gautam,"['Mukesh Gautam', 'Kuljinder Singh Sidhu']",11
1630,Veera Khadgam,2023,129,Drama,7.1,M A Chowdary,"['Anand Raj', 'Madan', 'Srushti Dange', 'Brahmanandam']",3368
1631,Na Bhayam Na Lajja,2022,112,Thriller,9.3,M.S. Chowdary,"['M.S. Chowdary', 'Gps', 'Suman Shetty', 'Kirthana Shiny']",10
1632,Srinagar,2022,120,Drama,9.0,Sanoj R. Mishra,"['Ravie Sudha Choudhary', 'Uzma Ahmed', 'Anil Anjunil', 'Vikas Chaudhary']",33
1633,Kaala Barbarian Chapter 1,2023,109,Thriller,7.1,Jinto Chacko Samuel,"['Srikanth Chaparala', 'Chayanika Chaudhuri', 'Vishal Chandrakant Jadhav', 'Pragnan']",3368
1634,Sebastian PC 524,2022,129,Action,4.2,Balaji Sayyapu Reddy,"['Kiran Abbavaram', 'Nuveksha', 'Komalee Prasad', 'Shivasara']",164
1635,Mata,2022,155,Biography,9.5,Venshi Ravindra,"['Bank Janardhan', 'Sadhu Kokila', 'Sharath Lohitashwa', 'Santosh']",238
1636,Champion,2022,120,Action,7.4,Shahuraja Sindhe,"['Sachin Dhanpal', 'Aditi Prabhudeva', 'Pradeep Singh Rawat', 'Rangayana Raghu']",27
1637,Medal,2022,166,Drama,8.9,Dhaval Jitesh Shukal,"['Jayesh More', 'Kinjal Rajpriya', 'Maulik Nayak', 'Hemang Dave']",41
1638,Dr. Bezbarua 2,2023,109,Action,7.9,Nipon Goswami,"['Adil Hussain', 'Zubeen Garg', 'Siddharth Nipon Goswami', 'Kingkini Bhattacharyya']",283
1639,Rocket Gang,2022,121,Comedy,3.9,Bosco Martis,"['Aditya Seal', 'Nikita Dutta', 'Jason Tham', 'Mokshada Jaikhani']",137
1640,Beijing Safari,2023,120,Animation,7.1,Peter Lepeniotis,"['Peter Lepeniotis', 'Daniel St. Pierre']",3368
1641,Lucknow Junction,2022,120,Action,7.1,Vijay Paul,"['Kaishav Arora', 'Zakir Hussain', 'Alina Rai', 'Rahul Roy']",3368
1642,Sarugugal,2023,120,Drama,7.1,Ilavenil Harshini,"['Ilavenil Harshini', 'Yasmin Ponnappa', 'Sashikumar Subramani', 'Ramanujam Tvv']",3368
1643,Fourwalls,2022,120,Drama,7.2,Sajjan S.S.,"['Achyuth Kumar', 'Bhasker Ninasam', 'Janvi Jyothi', 'H.G. Dattatreya']",180
1644,Vallavanukkum Vallavan,2023,167,Drama,7.5,Vijay Tesingu,"['Anandraj', 'Appukutty', 'Pooja Devariya', 'Gajaraj']",13
1645,Naach Baiju Naach,2022,150,Biography,7.1,Lal Vijay Shahdeo,"['Neetu Pandey', 'Ravi Jhankal', 'Dinesh Lal Yadav', 'Khushboo Sharma']",3368
1646,Michael Gang,2023,120,Crime,8.7,Kiran Mandapati,"['C Chiranjeevi', 'Sekhar Gms', 'Mani Raaj', 'Maruthi Sakharam']",11
1647,Sragaal,2023,140,Drama,7.1,Devansh Srivastava,"['Ravi Kishan', 'Naresh Neb', 'Anshuman Rai', 'Mamta Saxena']",3368
1648,Gandhi & Co.,2022,101,Drama,7.7,Manish Saini,"['Dhyani Jani', 'Darshan Jariwala', 'Krishil Rajpal', 'Pralay Rawal']",9
1649,Mango,2022,120,Comedy,7.1,Abbas Tyrewala,"['Rannvijay Singh', 'Swara Bhasker', 'Chandan Roy Sanyal', 'Archana Sharma']",3368
1650,Subho Bijoya,2022,140,Drama,4.4,Rohan Sen,"['Anindya Chatterjee', 'Amrita De', 'Devtanu', 'Churni Ganguly']",9
1651,Kathir,2022,133,Drama,5.9,Dhinesh Palanivel,"['Venkatesh Appadurai', 'Rajini Chandy', 'Vaibhav Murugesan', 'Santhosh Prathap']",133
1652,Dilwala,2023,120,Comedy,7.1,Veerabhadram,"['Rajendra Prasad', 'Krishna Murali Posani', 'Brahmaji', 'Shweta Avasthi']",3368
1653,Rudan,2023,120,Crime,7.1,Akhil Kotak,"['Akhil Kotak', 'Chetan Daiya', 'Bhavini Janii', 'Jeetendra Thakkar']",3368
1654,Magale,2023,119,Drama,9.3,Somu Kengeri,"['Gururaj Shetty', 'Bindu Raxidi', 'Bishan Shetty', 'Supritha Raj']",1006
